challenge_id,phase_1_status,phase_1_completed_at,phase_2_status,phase_2_completed_at,funded_at,failed_reason,days_to_fail_or_pass
CH002569,passed,2026-01-13,failed,2026-01-23,,rule_violation,20
CH002570,failed,2026-01-07,not_reached,,,max_drawdown,12
CH002571,failed,2026-01-13,not_reached,,,inactivity,11
CH002572,passed,2026-02-18,failed,2026-03-07,,daily_loss_limit,28
CH002573,failed,2026-01-24,not_reached,,,max_drawdown,18
CH002574,failed,2026-01-05,not_reached,,,consistency_rule,7
CH002575,failed,2026-01-02,not_reached,,,rule_violation,13
CH002576,passed,2026-01-22,passed,2026-02-08,2026-02-09,,29
CH002577,failed,2026-01-01,not_reached,,,max_drawdown,11
CH002578,failed,2026-02-03,not_reached,,,daily_loss_limit,4
CH002579,failed,2026-03-10,not_reached,,,daily_loss_limit,16
CH002580,failed,2026-01-10,not_reached,,,max_drawdown,10
CH002581,failed,2026-01-06,not_reached,,,consistency_rule,10
CH002582,failed,2026-02-14,not_reached,,,max_drawdown,9
CH002583,failed,2026-01-01,not_reached,,,daily_loss_limit,8
CH002584,failed,2026-01-19,not_reached,,,daily_loss_limit,13
CH002585,failed,2026-03-02,not_reached,,,inactivity,13
CH002586,failed,2026-03-27,not_reached,,,consistency_rule,8
CH002587,failed,2026-01-04,not_reached,,,daily_loss_limit,9
CH002588,failed,2026-01-10,not_reached,,,inactivity,16
CH002589,passed,2026-01-08,failed,2026-01-16,,max_drawdown,18
CH002590,failed,2026-01-14,not_reached,,,consistency_rule,15
CH002591,passed,2026-01-17,passed,2026-02-05,2026-02-06,,37
CH002592,failed,2026-01-23,not_reached,,,inactivity,14
CH002593,passed,2026-02-09,passed,2026-02-23,2026-02-26,,37
CH002594,failed,2026-01-31,not_reached,,,max_drawdown,21
CH002595,failed,2026-01-14,not_reached,,,daily_loss_limit,7
CH002596,failed,2026-01-30,not_reached,,,rule_violation,10
CH002597,passed,2026-01-28,passed,2026-02-07,2026-02-08,,24
CH002598,passed,2026-01-18,failed,2026-01-28,,daily_loss_limit,22
CH002599,failed,2026-01-02,not_reached,,,max_drawdown,4
CH002600,failed,2026-02-17,not_reached,,,inactivity,16
CH002601,passed,2026-02-04,failed,2026-02-20,,daily_loss_limit,34
CH002602,passed,2026-01-16,passed,2026-02-03,2026-02-06,,31
CH002603,failed,2026-01-18,not_reached,,,daily_loss_limit,13
CH002604,failed,2026-01-08,not_reached,,,max_drawdown,11
CH002605,passed,2026-01-22,passed,2026-02-01,2026-02-03,,32
CH002606,failed,2026-01-28,not_reached,,,max_drawdown,18
CH002607,passed,2026-02-02,passed,2026-02-17,2026-02-19,,33
CH002608,failed,2026-01-26,not_reached,,,consistency_rule,12
CH002609,failed,2026-02-28,not_reached,,,consistency_rule,11
CH002610,passed,2026-01-11,passed,2026-01-16,2026-01-19,,13
CH002611,failed,2026-01-26,not_reached,,,max_drawdown,16
CH002612,failed,2026-01-23,not_reached,,,rule_violation,10
CH002613,failed,2026-03-09,not_reached,,,inactivity,14
CH002614,failed,2026-02-04,not_reached,,,rule_violation,13
CH002615,failed,2026-01-30,not_reached,,,consistency_rule,14
CH002616,failed,2026-03-15,not_reached,,,inactivity,13
CH002617,failed,2026-01-12,not_reached,,,daily_loss_limit,7
CH002618,passed,2026-01-22,failed,2026-01-31,,inactivity,24
CH002619,passed,2026-03-04,failed,2026-03-08,,inactivity,20
CH002620,failed,2026-01-26,not_reached,,,max_drawdown,22
CH002621,failed,2026-01-09,not_reached,,,daily_loss_limit,12
CH002622,failed,2026-01-25,not_reached,,,daily_loss_limit,13
CH002623,passed,2026-01-10,failed,2026-01-19,,daily_loss_limit,20
CH002624,failed,2026-01-25,not_reached,,,daily_loss_limit,11
CH002625,passed,2026-01-06,failed,2026-01-13,,rule_violation,14
CH002626,failed,2026-01-19,not_reached,,,inactivity,7
CH002627,failed,2026-02-12,not_reached,,,max_drawdown,18
CH002628,passed,2026-03-05,passed,2026-03-16,2026-03-19,,27
CH002629,failed,2026-01-31,not_reached,,,inactivity,7
CH002630,passed,2026-01-24,passed,2026-01-31,2026-02-03,,19
CH002631,passed,2026-01-29,failed,2026-02-14,,daily_loss_limit,26
CH002632,failed,2026-02-03,not_reached,,,max_drawdown,22
CH002633,failed,2026-01-31,not_reached,,,daily_loss_limit,9
CH002634,passed,2026-01-21,failed,2026-01-28,,consistency_rule,23
CH002635,failed,2026-01-27,not_reached,,,max_drawdown,11
CH002636,failed,2026-02-23,not_reached,,,max_drawdown,16
CH002637,passed,2026-02-08,failed,2026-02-25,,inactivity,40
CH002638,passed,2026-04-09,passed,2026-04-26,2026-04-28,,42
CH002639,failed,2026-01-14,not_reached,,,daily_loss_limit,15
CH002640,failed,2026-01-17,not_reached,,,rule_violation,12
CH002641,passed,2026-02-22,failed,2026-03-09,,inactivity,24
CH002642,passed,2026-01-12,passed,2026-01-20,2026-01-21,,16
CH002643,passed,2026-01-20,failed,2026-01-24,,inactivity,15
CH002644,failed,2026-02-10,not_reached,,,rule_violation,23
CH002645,failed,2026-03-07,not_reached,,,daily_loss_limit,13
CH002646,passed,2026-02-17,passed,2026-03-07,2026-03-09,,42
CH002647,passed,2026-01-25,passed,2026-01-30,2026-01-31,,18
CH002648,failed,2026-02-12,not_reached,,,max_drawdown,13
CH002649,failed,2026-01-31,not_reached,,,daily_loss_limit,28
CH002650,failed,2026-02-01,not_reached,,,rule_violation,8
CH002651,passed,2026-02-15,failed,2026-03-03,,daily_loss_limit,41
CH002652,passed,2026-01-20,failed,2026-01-27,,max_drawdown,21
CH002653,failed,2026-01-24,not_reached,,,max_drawdown,10
CH002654,failed,2026-02-16,not_reached,,,rule_violation,10
CH002655,failed,2026-04-04,not_reached,,,daily_loss_limit,16
CH002656,passed,2026-01-25,failed,2026-02-02,,max_drawdown,14
CH002657,failed,2026-02-24,not_reached,,,consistency_rule,13
CH002658,passed,2026-01-14,failed,2026-01-19,,inactivity,11
CH002659,failed,2026-01-30,not_reached,,,rule_violation,9
CH002660,failed,2026-03-11,not_reached,,,inactivity,12
CH002661,passed,2026-01-20,passed,2026-01-31,2026-02-02,,19
CH002662,passed,2026-01-16,passed,2026-01-29,2026-01-31,,22
CH002663,failed,2026-01-23,not_reached,,,max_drawdown,15
CH002664,passed,2026-02-11,passed,2026-02-20,2026-02-23,,15
CH002665,passed,2026-02-01,failed,2026-02-09,,rule_violation,28
CH002666,passed,2026-01-17,passed,2026-01-26,2026-01-29,,18
CH002667,passed,2026-02-02,passed,2026-02-14,2026-02-17,,26
CH002668,failed,2026-01-25,not_reached,,,consistency_rule,16
CH002669,passed,2026-01-31,failed,2026-02-07,,rule_violation,19
CH002670,failed,2026-03-06,not_reached,,,inactivity,21
CH002671,passed,2026-01-31,passed,2026-02-04,2026-02-07,,20
CH002672,passed,2026-01-23,failed,2026-02-02,,inactivity,18
CH002673,failed,2026-03-08,not_reached,,,max_drawdown,9
CH002674,failed,2026-02-04,not_reached,,,consistency_rule,8
CH002675,failed,2026-02-03,not_reached,,,consistency_rule,8
CH002676,passed,2026-01-29,passed,2026-02-04,2026-02-06,,9
